begin;0,0;0,374;72.25,0;72.25,374;0,0;0,374;72.25,0;72.25,374
3349;3.5,55;9.75,135.5;14.5,347.75;63,171.75;13.75,11.5;14.75,252.5;30.5,47;46.75,374
1656;3.25,55.75;3.25,130;11.75,365.75;63,171.75;2.5,18.75;14.75,252.5;17.75,55.75;24,373.5
8301;3.25,55.75;4.5,157.5;10.5,366.5;60,147;2.5,18.75;7.75,277;13.25,43;24,373.5
8334;3.25,55.75;14.5,119.5;47.25,346.5;71.75,178.25;2.5,18.75;7.75,277;11.25,67;21.5,333.25
5195;3.25,55.75;21.5,115.5;23.5,333.25;58.25,147.25;7.75,49.75;7.75,277;14.75,57.75;15,368.5
9917;3.25,55.75;22.25,94.5;24.75,348.75;27.25,126;7.75,49.75;7.75,277;8.5,59;15,368.5
276;2.25,8.75;17,132;24.25,348.75;41.5,116.5;6.5,7.75;7.75,277;8.5,59;56.5,367.5
9496;2.25,8.75;7,165.5;36.25,359.75;41.5,116.5;1.5,25;13,271.75;41.25,59;61.75,344.25
1264;1.25,10.75;9,157;36.5,344.75;41.5,116.5;0.75,25.25;9.5,280.25;41.25,59;64,354.5
11119;1.25,10.75;36.25,180;42.5,349.25;56.75,102.5;1,15.25;19.75,254.5;34.5,58.5;64,354.5
10155;1.25,10.75;9,173.25;17,332.25;64.25,74.75;17.5,12.25;19.75,254.5;34,78.75;61.5,351.75
1280;1.25,10.75;20.5,158.5;31.5,313.75;40.25,72.75;17.5,12.25;20.75,274.75;48.75,96;61.5,351.75
2819;1.25,10.75;13,139;48.25,304.5;49.5,53;18.25,16;29.75,272.75;48.75,96;61.5,351.75
7028;12.5,17;43.75,147;47,303;49.5,53;19.25,37;29.75,272.75;36.5,78.75;39.25,347.5
10049;16,12.5;40,116;47,303;54.25,52.75;22.25,49.5;31.25,264;36.5,78.75;39.25,347.5
6009;16,12.5;39.75,94.75;43.25,312.25;61.25,61.25;20.5,64;23,254.25;36.5,78.75;36.5,343
10707;16,12.5;39.75,87.5;42.75,312.25;61.25,61.25;10.75,62.5;18.5,235.25;25.75,46.75;31.75,324.5
1379;16,12.5;48.75,78;58.75,292.75;60.5,62;10.75,62.5;14.25,219.5;22.75,48.75;32,325
7376;17.25,44.5;54.25,78.75;58.25,291.25;62.25,74.75;10.75,62.5;14,199.75;22.75,48.75;42,324.5
5781;14.5,13;54.25,78.75;58.25,291.25;61.75,76;10.75,62.5;26.5,199.25;44,60;60,346.25
1845;14.5,13;54.25,78.75;59.5,296;61.75,76;9.75,52;11.5,197.5;34,50.25;60.5,352.25
1452;25.75,21;41.5,65;57.25,291.5;61.75,76;2,53.75;18,234.25;34,50.25;60.75,360.5
4421;25.75,21;30,60.75;38.25,316.75;41.5,66;2,53.25;24,257;48.75,21.25;60.75,360.5
4224;20,18.75;30,60.75;31.75,313.25;43.5,49.75;7.25,55.75;16.75,277.25;48.75,21.25;54.25,373
7301;20,18.75;30,60.75;43.25,313.75;60,18.25;10,16.5;18.25,277.75;46.25,45.25;49.25,355.5
5181;26.25,30.25;39,76.5;42,306.5;60,18.25;16.75,7.75;18.25,277.75;30.25,12.5;35.25,334
7994;28.5,62;29.75,50.75;42,306.5;44.75,52.75;16.75,7.75;30.5,294.25;30.75,16;36.5,334
9372;29.25,63.25;29.75,50.75;42,306.5;65,65.5;27.25,23.75;36.5,334;37.75,42.25;38.25,298
4846;29.25,63.25;29.75,50.75;37.75,334;61.5,39.75;24,49.5;27.5,356.5;30,50.25;60.75,280.5
4440;20.75,41.5;30,63.5;38.25,354.75;61.5,39.75;5.75,50;27.5,356.5;34.5,23.25;55.5,252.75
3318;20.75,41.5;33.75,79;38.25,354.75;61.5,39.75;25.5,49.5;31.75,372.75;64.5,42.25;65.5,281.75
9115;1.5,10.75;33.75,79;37.25,315;53.25,16;32,80.25;32,367.5;60.25,81.75;65.5,281.75
8800;2,18.5;13.5,49;48.25,272.75;53.25,16;1.75,104.25;25.75,360.5;29,88;65.5,281.75
10723;22.5,42.25;26.75,50.25;46.5,256.25;53.25,16;1,77.75;25.75,360.5;30.75,95.75;37.5,282
1594;26.5,16.5;44.25,49.5;50.75,271;53.25,16;1.75,78.5;20,361.5;21.25,108.5;37.5,282
4849;3.75,46.5;12,60.5;16.25,263;38.5,53;1.75,78.5;20.75,349.75;21.5,108.5;37.5,282
1352;3.75,46.5;39.25,73.75;45.25,282.25;66.25,78.25;1.75,78.5;20.75,349.75;57.25,87.25;57.75,282.75
2383;15.75,72.5;18.75,65.25;46.25,282.75;56,95.5;1.75,78.5;14.75,335.5;57.25,87.25;65.25,265.75
4449;3.75,72;18.75,65.25;53,255.75;56,95.5;3.5,84;14.75,335;32,77.5;48.5,241.25
10436;3.75,72;18.75,65.25;53,255.75;58.75,71.5;24,75.25;25.25,337.5;34.25,57.25;44.75,237.25
8330;3.75,72;24.25,71.25;47.5,277;58.75,71.5;0.5,108.5;37.75,325.75;44.5,24.25;45.25,238.25
1961;13.75,107.5;23.25,68.25;25.25,252.75;58.75,71.5;3.75,134.25;37.75,325.75;47.75,37.75;55.5,210.5
1508;22,114;23.25,68.25;31.5,255.25;38.5,50.25;3.75,134.25;16,357.5;47.75,37.75;57,231.25
7649;21.5,114.25;31.5,64.75;56.25,293.25;65,59.5;3.75,134.25;16,357.5;41.25,59.5;67.75,190
10080;23,140.5;32,79.5;57,293.25;65,59.5;3.75,134.25;19.5,373;65,48.25;67.75,190
6001;14.75,106.5;20.25,73.25;24,311.75;64.25,69.75;3.75,134.25;19.5,373;65.5,47;67.75,190
4132;14.75,106.5;20.25,67.5;40.5,304.75;50.25,80;1.5,134.25;4.75,348;58.75,81.25;67.75,190
10569;17.5,134.75;20.25,67.5;29.75,332.5;60.25,71.25;1.5,134.25;25,338.75;52,117.5;67.75,190
3225;17.75,136.5;30.75,50.75;38.75,363.5;60.25,71.25;3.75,133.75;7.25,322;52,117.5;67.75,196.75
4070;17.5,152.75;19.5,18.75;25,354.5;63.25,72.75;3.75,133.75;30.75,292.75;52,117.5;67.75,196.75
5733;17.5,152.75;23,20.5;25,354.5;56.25,97.75;25,161.5;25.75,310.25;34,156;67.75,196.75
3096;28.75,146.75;37.25,52.5;46.5,350.25;56.25,97.75;15.75,202;17,357.5;34,156;67.75,195.5
899;29.25,147.75;42.25,79.75;46.5,350.25;58.25,78.75;13.75,230;31.75,359.25;34,156;42.5,193.25
5556;30.5,115.75;34,79;36.75,341;42.5,80;10.75,203.25;31.75,359.25;34,156;38.75,228
4702;3,95.5;22.25,106.75;39.5,321.5;53.5,47.25;13,197.75;31.75,359.25;38.75,133.25;38.75,228
10478;3,95.5;22.25,106.75;47.75,302;53.5,47.25;6,196;14.5,366.75;24.25,134.25;38.75,228
10310;15.75,121.75;15.75,146.75;48.75,296.25;52.25,47.75;6,196;10.75,364.25;28.25,166.75;38.75,228
11033;15.75,121.75;15.75,146.75;44,289.5;52.25,47.75;0.25,205.5;21.25,325;28.25,166.75;58,210.5
6387;13.5,131.75;38.5,162;40.75,274;52.25,47.75;0.25,205.5;27.25,297.5;41.5,175.5;67.75,191.5
9987;24.75,112.75;25.5,157.25;47.5,252.5;52.25,47.75;0.25,205.5;27.25,297.5;41.5,175.5;61.25,210
6485;24.75,112.75;31,180.5;39.25,251.75;48,36.25;0.25,205.5;21.75,298.75;38.75,174.5;58.75,232
5367;24.75,112.75;33.5,179.5;34.5,252.75;48,36.25;9,199.5;37.25,272.75;45.5,178.5;56.25,233.25
10230;22,115.25;29,176.5;34.5,252.75;48,36.25;27.25,213.75;35.25,258.25;60,211.5;67.75,189
8830;24,114.25;29,176.5;44.25,282.75;47,4.75;31,254.25;44,278.75;60,211.5;67.75,189
5354;27.25,153;41.25,147.5;44,281;47,4.75;15.25,271.75;44,278.75;48,224.75;50.5,170.5
10247;27.25,153;41.25,147.5;44,281;47,4.75;20.5,230.25;25.25,308.75;27,238.5;48.75,206
4178;16.25,134.5;41.25,147.5;44,281;59.5,19;15.75,225;23.5,332.75;42,224.25;50.25,209
6702;13,157.75;41.25,147.5;44,281;56,27;0.25,196.75;21.75,299.25;26.25,202;42,224.25
8391;4,159;10.75,135.5;17,312.25;56,27;0.25,196.75;21.75,299.75;23.5,209.75;42.25,192.5
1848;27.25,155;33,143.25;41.75,303.75;56.75,23.5;0.25,196.75;19.25,324.75;23.5,209.75;48,173.5
10868;27.25,155;33,143.25;33.25,315.25;56.75,24.25;0.25,196.75;3.75,339.75;53.25,191.75;56,134.75
5178;16.5,131.75;22.25,146.5;26,307;46,5.25;0.25,196.75;9.5,371.75;53.25,191.75;57.5,99.75
1303;5.75,164;16.5,131.75;17.5,332.25;41,5.25;11.5,234.5;16.5,366.25;49.75,182.75;57.5,99.75
1894;6.25,166.25;38.5,114.25;43.25,359.25;57.25,30.75;11.5,234.5;16.5,366.25;40.5,155.5;67.25,99.75
7272;30.5,180.5;31.25,113.25;42.25,359;42.5,20.5;11.5,234.5;16.5,366.25;29,129.75;49,98.5
4933;2.75,148;20.75,164;25,310.75;64.5,62.75;11.5,234.5;16.5,366.25;28,165.75;46.5,124
3514;2.75,148;7.5,172.75;24.5,309.75;40.5,45.25;11.5,234.5;22,358;24.5,165.75;46.5,124.5
1285;7.5,172.75;12,152.25;20.25,284.75;43.5,19;4.75,233.25;22,358;23.75,142.5;26,120.75
6106;4.5,210;12,152.25;15.25,311.25;25.75,2.25;4.75,233.25;11.5,365.25;22.25,124.25;23.25,124.5
10216;4.5,210;12.25,152.75;16.75,261;51.25,38;0.25,194;11.5,365.25;35,77.25;49,153.5
6864;10,205.25;12.25,152.75;22.5,243.5;40,73;0.25,194;20.5,357.75;25,57.75;48.25,173
1428;10,205.25;10.75,134.25;22.5,263;36.75,79.75;10,199.5;20.5,357.75;22.75,54.75;45.5,168
5827;10,205.25;12.75,165;50,292.5;53.75,93.75;11,233.75;20.5,357.75;39,87.5;49,140.25
4504;16.5,187.75;27.25,146.75;38.75,319.5;56,72.25;4.75,234.5;20.5,357.75;38.25,88.75;49,140.25
968;27.5,218.75;27.75,166;38.75,319.5;55,45;4.75,234.5;30,372.75;38.25,88.75;42.25,134.25
4744;11.75,202.5;14.25,187.25;24.75,309.75;30.75,63.5;4.75,234.5;4.75,371.5;7.5,78;42.25,134.25
5291;14.25,188;18,222.5;24.75,309.75;27.25,80;2.25,255;4.75,371.5;37.5,45.75;38.75,113.25
9683;7,154.75;18,222.5;29.5,303;50.75,113.25;2.25,255;4.75,371.5;20.5,77.25;49.5,79.75
26;6,160;18,222.5;40.25,303;49.25,130.5;1.5,231.25;1.5,358.25;20.5,78;49.5,79.75
8435;4,144;21.75,243.25;23.25,302.25;49.25,130.5;1.5,231.25;2.5,335.25;5,46.5;22.25,88
10515;5,143.5;21.75,243.25;38.5,276.25;54.75,125.25;1.5,231.25;2.5,335.25;7.25,7.25;33.75,54.25
5619;5,143.5;14.5,239.25;38,255.5;54.25,124.75;1.5,231.25;4.25,340.75;7.25,7.25;43.5,38.75
10534;5,143.5;13.75,281.25;38.25,251.75;69.75,166.5;1.5,231.25;2.75,339.75;7.25,7.25;44,42.75
10426;5.5,122.75;12,312;31.25,256.25;63.75,149.75;1.5,231.25;1.75,322;7.25,7.25;44,42.75
1319;5.5,123.75;30.75,314.75;48,254;64,148.5;1.5,231.25;1.75,322;30,7.25;44,42.75
152;31,114.25;33.25,314.75;57.5,274;63.75,146.5;1.5,231.25;1.75,322;47,24.75;54.5,30.5
4507;20,146.75;33.25,314.75;55.25,286;63.75,146.5;6.25,234;24.25,326;34,50.5;42,29.75
4499;22,118;34,302.25;56.5,283.75;62.5,146.5;11.75,231;24.25,326;34,50.5;51.25,23.75
9952;40,117.25;40.25,305;63.25,290.75;63.75,146.5;14.25,219.25;24.25,326;49,42.75;51.25,23.75
10249;40,117.25;40.25,305;63.25,290.75;63.75,146.5;4.5,234;31.5,370.75;32.25,87.5;62.25,10.5
5975;40,117.25;41.75,322.5;45.75,305.25;55.5,149.5;17.75,201.5;32,367.5;43.25,96;62.25,10.5
2753;8.75,107.5;23.75,310.75;45.75,305.25;48.25,117.75;10,232.25;32,367.5;60.25,86.75;62.25,10.5
211;4.5,116.5;28.75,347.5;45.75,305.25;49.75,119.75;10,232.25;31.5,367.5;58,98.25;58.25,41
6704;4.5,116.5;18,351.25;26,301.75;33.5,138.25;2.75,217.75;31.5,367.5;58,98.25;65.5,32.5
1709;16.75,72;18,350.75;26,301.75;51,116.5;9.75,248.5;50,371.75;58,98.25;62.75,27.5
10422;16.75,72;18,350;22.5,305;51,116.5;36.5,265.5;53.25,374;58,98.25;62.75,27.5
7083;10.75,79.75;18,349.5;22.5,305;50.75,118;43.75,264;57.25,368.75;58,98.25;62.75,27.5
7136;6,67.75;16.75,357.75;23.25,260.75;50.75,118;2.75,234;21,358.5;58,98.25;66,37.25
1331;12.25,50.5;16.75,357.75;38.25,274;39,114.25;2.75,234;3.25,371.5;23,87;23.75,48
9893;12.25,50.5;16.5,357.25;25.5,253.25;55.75,123.75;2.75,234;3.25,371.5;14,113;31.25,58.5
7991;1.75,48.5;7.75,315;42.25,246.75;56.25,123.5;2.75,234;17,368.5;20.75,103;31.25,58.5
1208;1.75,48.5;4.5,311.25;42.25,246.75;56.25,123.5;6.25,248.5;6.75,371.5;17,81;22,55.75
4257;1.75,48;29.75,302.5;42.25,246.75;56.25,123.5;6.25,281.75;6.75,371.5;16.5,59;40,48.75
8644;11.75,48;43.25,275.25;43.75,276.75;59,136.75;6.25,281.75;6.5,370;16.5,59;65.5,37.25
2914;11.75,48;50,255.75;56.5,277.75;65.5,104.75;6.25,281.75;6.5,362.75;25.75,87;49.5,41.75
4812;8.25,57.25;29.75,261.5;31,252.5;43.5,89.5;1,310;6.5,362.75;21,87.5;49.5,41.75
5359;8,57.75;29,253;43.25,268.75;55.75,99.75;0.5,291;6.5,362.75;21,87.5;25.75,47.5
2860;3.5,87.25;17,261.25;21.75,243.75;60.75,81.5;0.5,291;2,336.25;21.25,83;25.75,47.5
3579;2.75,86.75;11.5,255;25.25,239;61.5,84.25;0.5,291;2,336.25;16.5,57;29.75,46.5
4880;2.75,86.75;21.75,216.75;37.25,254.75;39,61.5;0.5,291;2.75,341.75;16.5,57;56,35.25
3116;17.25,120;21.75,216.75;37.25,254.75;39,61.5;22.25,325.5;23.75,350.25;38,21.25;67,77
7671;3,121.75;33,252;41.5,228.25;48,35.25;23.75,350.25;25.25,334.5;64,32.5;67,77
6927;11.75,112.5;14.75,256.25;41.5,228.25;56.25,28;8,336.25;23.5,371.75;62.75,27.5;67,77
6677;18.25,122;24.25,305.25;28.75,212.5;60.25,18;8,336.25;23.5,371.75;26.25,15.75;50.25,46.25
10528;18.25,122;23.25,306.5;28.75,212.5;60.25,18;3,301.25;19.25,335.5;26.25,15.75;65.5,49.5
2584;4.5,159.5;23.25,306.5;28.75,212.5;60.25,18;0.25,315.25;8.25,372;13.75,52;57.5,85.75
3601;9.5,175;54.5,299.75;55.5,220.25;60.75,24.25;0.25,315.25;28.5,370.25;33.25,57.25;57.5,85.75
1800;32.5,181.5;39.5,331.75;55,217.75;60.75,23.5;0.25,315.25;32,367.5;44,24.25;57.5,85.75
2403;31.75,184.75;40.25,359.75;55,217.75;58.25,45.75;0.25,315.25;16,341.75;25,57.25;46.75,96
8226;17.25,216.75;29.25,367.25;40.75,242;58.25,45.75;0.25,315.25;14.75,342;17.5,91.75;21.5,120.75
739;13.5,259;16.75,348.5;21,253.75;63.25,72.75;0.25,315.25;14.75,342;17.5,87.75;21.5,120.75
1168;9,238.75;23,302.25;49.5,252.5;63.25,72.75;0.25,315.25;19,363.5;21.5,86.5;39.5,95.5
2717;6.75,246.75;29,268.25;47.25,291.75;63.25,72.75;0.25,315.25;24,360;25.25,92.25;42.5,68.5
6556;20.5,247.75;20.75,260.5;41.75,321.25;46.25,79;2.75,282.25;24,360;25.25,92.25;26.75,67.5
10881;20.5,247.75;20.75,260.5;41.75,321.25;44.5,102.75;2.75,282.25;21.75,326.75;23,127.75;55,80.25
4071;12,241.5;52.25,287;65,339.25;65.5,96.75;2.75,282.25;29.75,338.25;32.25,161.75;55,80.25
3031;11.25,257.75;39.5,316.5;65,339.25;65.5,96.75;1.75,278.75;4.75,325.75;16,185;20.75,87.5
10876;11.25,257.75;36.5,344.75;61,325;65.5,96.75;2.5,278.75;9.5,337.75;16,185;59.5,83.75
61;28,268.25;46.75,343.5;57.75,299.25;64.75,78.5;2.5,254.75;4.75,357;16,185;59.5,83.75
5438;7.5,258.5;17,362.5;24.5,313.5;64.75,78.5;2.5,254.75;16,363.5;27.25,222.75;32.5,50.5
2618;5.5,255;31.75,359.25;42,301.75;49,51;2.5,254.75;16,363.5;19,235.25;32.5,50.5
472;5.5,255;38.5,349.25;45.5,268;61.5,27.5;2.5,254.75;11.75,364;44.75,266;47,43.75
1212;12.5,236.75;37,350.5;45.25,274.25;61.5,27.5;2.5,254.75;29.25,360.5;36,282.5;43.5,22.25
10220;41.25,253.5;41.25,329.5;42.25,255;62.25,32;2.5,254.75;13,358.5;36,282.5;41,35.75
2499;41.25,253.5;41.25,329.5;42.25,255;47.25,34.75;23.25,234.25;30.5,326;36.5,284.5;39,45.75
9079;4.75,242;20.5,305.75;46.75,268.75;47.25,34.75;3.5,235.25;30.5,326;33,273.25;58.5,48.25
7511;2.25,273.5;6.75,311.5;24.5,297;47.25,34.75;18.25,234.5;30.5,326;30.75,289;44,68.75
9839;3.5,242.75;20.75,305;34.25,306.5;47.25,34.75;14.75,238.5;30.5,326;41.75,266;44,68.75
7052;20.75,256.25;23,302.75;42.5,306.5;47.25,34.75;22.25,241;38.5,325.5;42.75,266.25;44,68.75
9345;9,254;23,302.75;48,349.5;64.75,76.5;14.5,199.5;25.25,343.25;42.75,266.25;44,68.75
373;9,254;16.25,310.75;28,356.25;39.5,68.75;20.5,199.75;25.25,343.25;42.75,266.25;44,37.75
9722;10,247.75;16.25,310.75;28.5,356.25;42,88.5;13,176.75;27.25,355.25;32.75,224.75;44,37.75
9930;3,246.25;21,304.25;28.5,356.25;39.5,131.75;13,176.75;27.25,355.25;32.75,224.75;40.5,28.25
5892;3,246.25;5.25,310.25;28.5,356.25;57,102.75;20.5,126;23.25,354.25;32.75,224.75;48.25,23.75
10615;3,246.25;10,344.25;20.5,334.75;57,102.75;12.75,125;22.75,324.25;32.25,200.5;48.25,23.75
9163;2,241.75;4,313;13.5,345;42.5,115.5;18.25,142.5;22.75,324.25;36.25,161.75;48.25,23.75
1630;10,236.75;13.75,315.25;15,344.75;42.5,115.5;6,134.75;22.75,324.25;23.25,143;25.5,54.75
2857;10,236.75;20.75,311.75;28.5,333.75;46,119.75;6,155.5;22.75,324.25;45.75,130;49.25,91
3934;10,236.75;16,309.75;48.25,339.25;63,141.5;19.5,156;22.75,324.25;48,124.5;62.25,111.25
9751;3,254.25;13.25,312.75;48.25,339.25;63,141.5;10.25,125;46,337.25;55,146;62.25,111.25
1043;9.75,274.5;13.25,311.75;48.25,339.25;63,141.5;26.25,96;33.75,355.25;48.5,108.25;53.25,145
8264;7.5,238.5;22.75,302.5;32.75,307;58.25,160.5;5.25,66.75;33.75,355.25;48.5,108.25;53.25,145
6622;7.5,238.5;22.5,303.5;59.5,325.5;68.5,174.75;5.25,66.75;9.25,342.5;36.25,87;53.25,145
10997;7.5,238.5;22.5,303.5;48.25,303.5;68.5,174.75;4.75,65.5;9.25,342.5;20.5,64.25;29.25,169.75
11125;7.25,257.25;22.5,303.5;48.25,303.5;68.5,174.75;7.75,49.5;22,372.25;23,32.75;29.5,170.5
980;32.25,223;33.75,328;38.5,315.5;68.75,212.5;7.75,49.5;22,372.25;23,32.75;24.75,134.25
9856;22.25,186;33.75,328;38.5,315.5;68.75,212.5;13.5,50.75;22.5,373.75;24.25,56.25;36,126.75
2593;22.25,186;33.75,328;34,305;68.75,212.5;9,16.25;45.5,360.25;51.75,59;57.5,98.75
2215;6.25,165.5;33.75,328;34,305;68.75,212.5;9.75,9.75;25.5,372.5;36,78.25;59,93.25
10690;6.25,166.25;25,314.75;61,302.75;68.25,214;8.75,9.75;25.5,372.5;50.5,68;59,93.25
2029;14.75,133;22.5,311.75;38,321.25;44,228.25;8.5,29.5;32,367.5;50.5,68;59,93.25
8057;17.5,122.25;23.75,313;50.25,301.5;69.75,217.25;8.5,29.5;32,367.5;46,59;59,93.25
623;15.75,119.5;29.25,314.25;64.75,277.75;69.75,217.25;8.5,29.5;32,367.5;33.75,54.25;58.5,69
2848;16,123.5;24.75,313.75;61,278.5;69.75,217.25;22.75,7.25;30.25,373.75;33.75,54.25;64,53.25
4315;16,123.5;48.25,306.5;49.75,303.5;59.75,199.5;22.75,7.25;30.25,373.75;33.5,52;66,36.25
2611;22,116.75;38.75,306.75;49.75,303.5;59.75,176.25;10.5,7.25;30.25,373.75;39,30.75;63.75,35.25
9864;31.25,117.25;38.75,306.75;46.75,303.75;66.25,165.5;1,23.25;7.25,363.5;39,30.75;63.75,35.25
10600;31.25,117.25;38.75,306.75;65.75,302.25;66.25,165.5;2.5,23.75;6.75,363.25;30.5,12;38,17.25
102;16.75,151;38.75,306.75;65.75,302.25;71.75,172.25;21.5,54;22.75,325;25.25,51.25;31.5,16.5
7840;28.75,137.75;41.75,327.5;49.25,303.5;71.75,172.25;1,87.5;22.75,325;29.75,55.75;30.75,16
1360;40.5,143.5;41.75,327.5;54.5,300.75;71.75,172.25;8.75,54.75;28.5,329.75;29.5,51.75;31.75,43.75
924;22.75,112.5;41.75,327.5;50,301.5;71.75,172.25;24.75,77.75;30.5,356.5;33,78.25;44.5,80.25
699;29.25,79;33.75,327.5;66.75,305.25;71.75,172.25;25.25,76.75;30.75,373.5;32,74.75;44.5,80.25
10342;8.75,84.5;12,309.75;49,303;71.75,172.25;25.5,75;30.75,373.5;32,74.75;52.5,80.25
6659;3.25,115.5;5.75,313;32.25,312.25;71.75,172.25;21,96;30.75,373.5;39.5,77.75;59,82.75
8946;3.5,126.5;5,312.75;23.75,310.75;71.75,172.25;29.5,58.5;30.75,373.5;45,96.5;52.25,118.5
2571;2.5,128.25;3.5,312.5;14.5,346;71.75,172.25;23.75,47;37,370.5;45.5,78;52.25,118.5
6842;3.5,154.75;3.5,312.5;31.75,359.75;56.75,147.75;21.25,55;37,370.5;60,78.25;66,97.5
7353;3.5,154.75;16,311.5;39.5,349;48,134.25;5.25,52;31,360;57.5,84.75;66,97.5
2112;29.25,157.25;29.25,306.5;39.5,349;56,102.25;15.75,47;43.25,370.75;44.5,68.5;66,97.5
7794;17.75,122.25;29.25,306.5;39.75,350;47,128.25;20.5,21.5;41.5,327.25;64,51;66,97.5
10671;9.5,135.5;29.25,306.5;39.75,350;47.5,115;13.25,46.75;50.5,316.25;64.25,43.5;66,97.5
9369;9.5,135.5;24.5,344;25,354.5;57.25,82.25;13.5,54.25;36.5,286;63.75,43.5;66,97.5
4124;36.5,133;38.25,354.75;49.5,363.5;57.25,82.25;33,67.75;56.25,281.75;63.75,43.5;66.75,122
2224;13.5,120.25;33.25,311.5;43.5,319.75;61,39.75;11.75,102;58.25,287.25;63.75,43.5;66.75,122
10845;7.75,134.25;17,325;41,324.75;52.25,14.75;20,127;58.25,287.25;63.75,43.5;69.25,120.75
8013;12.25,147.5;16.75,310.75;41,324.75;52.25,14.75;27.5,124.75;38,284.5;63.75,43.5;69.25,120.75
10171;12.25,147.5;16.75,310.75;41,324.75;52.5,33.75;14.5,121.25;37.75,261.25;61.25,77.75;69.25,120.75
930;12.25,148;16.75,310.75;41.5,355.5;52.5,33.75;16,151.75;21.5,232;29,86.5;53.25,152.5
2550;14,116.5;16.75,310.75;25.75,346.25;39,10.75;6,179.5;22.25,252.75;29,86.5;63,154
2699;5.75,106;30,302.5;36.75,353.25;38.75,10;18,166.25;22.25,252.75;25.5,98.75;63,154
8909;12.75,97.75;33.5,306.5;36.75,353.25;38.75,10;18.5,182;22.25,252.75;26,88.5;28,167.75
6716;27.25,145.25;30.5,343.5;36.75,341;38.75,10;5.5,200;25.25,212.75;26,88.5;28,167.75
10402;9,100.75;9,315;37.25,342.25;38,52.75;5.5,200;28,167.75;37.25,95;67,197.25
2219;9,100.75;15.5,314.5;36.75,342;47.75,79.5;20,192.5;47,141.25;47.5,67.5;67,197.25
3920;9,100.75;25,306.5;36.75,342;56,94.25;20,192.5;26.25,150;30.75,59.25;67.75,196.75
7202;9,100.75;24.25,301.75;28.75,333.25;51.25,115.5;18,192;25.75,149.75;30.75,59.25;62.5,209.5
10681;9,100.75;24.5,296.5;28.75,333.25;32.25,114.25;22,229.75;25.75,149.75;31,50.25;62.5,209.5
6243;9,100.75;16.5,313.75;28.75,333.25;35.25,138.5;22.25,252.25;25.75,149.75;42.5,38.25;58.5,229.75
5854;9,100.75;29,332.5;29.75,303.25;35.25,138.5;10.5,231;18.25,144;23.25,57.25;71.75,233
6099;5,80.75;33.5,350.25;50,296.25;52,126.75;10.5,231;11.25,124.25;32.75,58;71.75,233
1397;5,80.75;36.5,349.5;49.75,305.5;54.5,101.75;10,233.25;11.25,124.25;35.25,19.75;69.25,234
3129;34,114;36.5,349.5;57.5,302.75;58.75,71;7.25,248.75;11.25,124.25;21.5,54;69.25,234
6886;22.25,157.25;29.25,352.75;48.5,303;55.5,81.25;7.25,248.75;11.25,124.25;12.75,56;47,264.5
8671;25.75,164.5;29.25,352.75;45.5,304;47.5,48.25;3.25,231.5;28.75,127.75;38,78.25;47,264.5
4228;18,132.25;29,351.75;45.5,304;48,37.75;19.75,230.25;21.5,120.75;29.25,58.75;47,264.5
3131;4.25,165.5;29,351.75;45.5,304;52.25,38;19.75,230.25;23.25,146.75;24.25,47;67.25,267.25
3732;9,174.25;30.25,352;41.25,270.25;53.25,48.25;11.25,251.5;23.25,146.75;24.25,47;38,283.5
4871;21.25,164;30.25,352;41.25,270.25;52.25,47.75;25.75,266;26,135.25;31.75,54.5;38,283.5
10180;21.25,164;30.25,352;41.5,305.5;52.25,47.75;9.25,250.75;23.25,139.5;42.25,60;56.5,308.25
8042;21.25,164;25.25,353;32.25,313.75;41.25,65.75;17.75,250.5;37.5,115.5;42.25,60;48.5,303
3807;16.25,188.25;26,352.75;32.25,313.75;60.25,79.25;17.75,250.5;35,113.25;38,78.25;63.5,299.75
10912;11,202.5;28.75,342;44.25,296.5;53,107.75;17.75,250.5;35,113.25;37.75,87;68.5,336.75
4710;11,202.5;17.25,313.25;24.25,305.25;61.25,81.25;11,231;35,113.25;37.75,87;64.25,345.5
2262;11,202.5;23.25,304.25;26.75,281;61.5,84.25;14.75,238.5;36.75,130;38.5,57.75;64.25,345.5
10449;11,202.5;23.25,304.25;26.75,281;64.25,76.75;22.75,233.5;36.25,149.5;44.25,45.25;51.75,364.5
2970;25.5,186.75;27,279.5;30.75,307;40.25,61.75;22.75,233.5;34.25,173.5;44.25,45.25;61,356
352;22.5,164;23.25,311.5;27,279.5;41,45.25;25.25,201.5;38.25,156.25;44.25,45.25;60.5,356.5
5268;4.5,154.25;7.5,312.75;12.25,266.25;22.75,34.75;8.5,199;38.25,156.25;44.25,45.25;55,355.25
7495;3,151.75;8.5,311.5;29.5,257.25;50.5,51.5;8.5,199;21.25,141.5;44.25,45.25;61,355
11001;3,151.75;26.25,330.5;49.5,254.75;55.5,45.5;8.25,202.75;19.75,104.25;21.25,49.5;61,355
262;3,151.75;6.25,311.5;30,252.5;55.5,45.5;1.75,234.5;4.5,85.5;49,42.75;61,355
5637;3,151.75;13,311;20.75,277;43.75,31.25;1.75,234.5;3.5,84;49,42.75;55,355.25
7420;7.75,132.75;24.75,312.25;38.5,275.75;43.75,31.25;1.75,234.5;13.75,55.5;38,41.75;64.25,344.75
