begin;0,0;0,374;72.25,0;72.25,374;0,0;0,374;72.25,0;72.25,374
956;9.5,120.5;17.75,260.5;34.75,115;62,171.75;10.5,232.25;63,287.75;63.75,284;65.25,82.5
9887;7.5,168.75;22,263.5;26.25,106.25;62,171.75;3.75,229.75;22.75,252.5;43.5,245.5;65.25,82.5
12473;9.75,133.25;22,263.5;33,114.75;38.5,155;20,189;43.5,229.75;50.75,209;65.25,82.5
1065;9.75,133.25;24.75,256;25.75,146.5;33,114.75;10,133.75;25.5,270.25;30.25,201.75;32.75,49.5
16463;8.75,164;42.5,305;49,179.5;60.75,75.5;10,133.75;16.75,321.5;30.75,202;32.75,49.5
139;7,155.25;11.5,254.5;47.25,243.25;57.25,124.5;10,133.75;16.75,321.5;21.75,205.25;23,47
9574;12.5,120.25;32,254.25;45.5,279.75;53.25,149.75;9.75,135.25;16.75,321.5;21.75,205.25;31,94.5
5259;30,79.5;41.25,241;45.5,279.75;70.5,165;0.5,141.5;16.75,321.5;21,198.75;64,52.25
2503;41.25,113.5;45.75,272.25;54.25,286.5;70.5,165;36,127.25;55.5,310.75;60.75,205;64,52.25
11907;11,83.75;30,283.75;40.5,335.25;68.75,172.25;26.75,126.25;55.5,310.75;60.75,205;64.5,51.75
709;23.75,117.75;40.75,256.25;41,283.75;51.25,118;9.75,92.25;56.25,288.5;60.75,205;64.5,51.75
12506;11,83.25;30.5,260.75;45.75,305;50.25,115.5;9.5,59.25;22.5,258;60.75,205;64.5,51.75
12111;21,114.5;29.25,312.75;32.25,309.75;65.5,97.75;1.25,78.75;22.5,258;60.75,205;65,43.25
6001;22.75,165.5;31.5,267.75;38.75,251.75;41,131.75;1.25,78.75;32.75,287.5;46.75,167.75;65,43.25
10206;0.5,160.75;22.75,252;22.75,254.5;30.75,116.5;8.5,58;32.75,287.5;53.5,153;65,43.25
9141;13.75,134.25;28.25,193;30.75,253.75;39.25,117.25;3.5,106.75;32.75,287.5;53.5,153;65,43.25
11613;26.75,181;34.5,181.5;35.75,220.75;39.25,117.25;16.5,133.75;18,254.25;55.25,151.5;65,43.25
15492;5.25,204.25;22.75,164.25;28.5,218.25;39.25,117.25;3.5,84;30.5,201.5;38.5,193;65,43.25
15180;5.25,204.25;22.5,114.75;32.5,222;46.75,86.5;25,122.25;28.75,234.25;57.5,208.5;65,43.25
5518;2.25,252.5;11,127;41.75,257.25;45,80;25,122.25;32.25,288;45.75,227.75;65,43.25
3898;6.75,311;40,137.25;48,255.75;53,102.75;25,122.25;27.75,298.25;45.75,227.75;65.5,37.75
13897;38.5,307;47.75,114.5;53.75,231;54.25,103.5;25,122.25;27.75,298.25;49.75,185.25;60.25,44.25
9478;2.5,257.25;8,157.5;25.75,252;40.25,136.75;25,122.25;27.75,298.25;35.25,183;37.5,79.5
2629;1.5,256.25;8,157.5;25.75,252;56.25,82;9.75,144.25;28.75,282.5;39.5,166.25;46.75,41.25
6822;30.75,256.5;37.75,179.5;44.75,274.25;56.25,82;20.5,135.25;33.25,228;42.75,192.75;46.75,41.25
7074;39,251.75;43.75,130.75;53,336;54.25,103;2,80.75;33.25,228;42.75,192.75;46.75,31.75
10095;4.25,314;11.5,169.25;12.5,367.25;54.25,103;1.5,80.25;24.25,264.5;42.75,192.75;62.5,23.5
8338;0.75,255.5;11.5,169.25;33.5,353;40,79;1.75,90.75;21.5,273.25;32.5,172.25;62.5,23.5
7238;4.5,312.25;13.5,125.5;40.75,292.5;56,96;16.25,58;21.5,273.25;32.5,172.25;36,79.75
2997;11,355.75;22.25,118;47.5,295.5;51.25,115;16.25,58;32.25,286.5;32.5,172.25;38.75,118.25
1033;14,314.5;17.25,145;23.25,304;25.25,113.25;8.75,48.5;28.75,336.5;32.5,172.25;38.75,118.25
10477;13.5,315;19.5,202;23.25,304;25.25,113.25;21.25,48;28.5,335.5;32.25,142.75;38,118
13463;16,351.25;18.75,222;28.25,314.5;50,104.5;4.25,64.5;28.5,335.5;32.25,142.75;38,87
7957;2.5,361.5;11.5,175.25;19,348.75;39.5,50;2.5,21.5;29.25,334.25;32.25,142.75;38,87
12872;2.5,361.5;11.5,175.25;33.25,312.75;57,18.75;6,91.25;7.25,252.5;18,151.75;60,30
11994;6.5,361.75;11.5,175.25;33.25,312.75;39,25.25;18.75,133.75;33.5,248.25;46,122.5;65,91.75
8412;1.25,362;15.75,142;23,262;43.75,38;18.75,133.75;24.75,264.5;33,52;46,122.5
8445;16.25,312.75;19.75,193;31,186;55.25,45;18,186.5;24.75,264.5;30,55;46,122.5
4010;4.75,310;19.75,193;30,185.25;55.25,45;24.5,155.75;30.75,327.75;35,20.75;60.25,152.5
3411;2.25,252.5;3.75,164.5;42.25,149.5;52,102.5;15.25,231;30.75,327.75;35,20.75;36,198.5
10081;2.25,252.5;3.75,164.5;37,122;41.5,109.5;27,254.25;28.25,371.5;30,50.5;38.25,192.75
6248;17.5,222.75;21.5,204;40.5,142;65,94.25;27,254.25;28.25,371.5;33,54;35,141.5
593;3.5,159;7.5,174.25;9.25,135.5;65,94.25;20,231.5;28.25,371.5;41.25,57.5;42,116.75
5119;3.5,159;7.5,174.25;15,133;42.75,113.25;8,199.5;36.75,351.75;40.5,123.25;50.5,140.25
14161;3.5,159;16.75,222;40.75,112.75;42.75,52;21.5,188.5;36.75,351.75;48,166.25;60.25,80.75
2153;8,153.75;15.25,238.5;26.5,165;51,49.75;36.5,185.25;36.75,351.75;44,148;60.25,80.75
11726;9,173.75;22,305;34,184.75;56.25,42.25;5.25,231.25;36.75,351.75;44,148;64,48.75
2995;16,222;21.5,303;41.25,246.75;44.5,33.75;7,197.75;31.75,372.25;44,148;64,48.75
16259;2.75,237;21.25,249.75;34,255.75;59.75,33.75;19,234.75;31.75,372.25;44,148;64,48.75
11979;1.25,237.75;22.75,252;47,251.75;53.25,14;2,229.75;31.75,372.25;44,148;57.25,81.75
4786;4.5,310.25;23.75,220.5;43.25,238.25;53.25,14;2,229.75;2.75,335;20.25,139.5;23.75,48.25
1025;20.75,356.25;23.75,261.75;25.75,301.5;45,78;2,229.75;2.75,335;10.75,124.25;11.75,62.5
15925;21,356.75;25.25,304;32.75,305.5;43.5,36.75;2,229.75;2.75,335;5.25,176.75;6.75,7.25
8751;21,356.75;23.5,265;36.75,273;43.5,36.75;2.25,232.25;2.75,325.75;31,233.75;39,42.75
7462;25.25,347.75;37.25,306;59,276.25;62,16.75;14.75,240.25;15,366.5;31,233.75;39,42.75
6854;1.25,369;12.75,340;37.5,254;53.5,34.5;8.25,250.25;15,366.5;31,233.75;59,43.5
4387;8.75,347.5;10.75,348.75;40.75,255;56.5,41.75;10.25,231.25;15,366.5;18.5,191;59,43.5
10747;5,325.5;10.75,348.75;16.5,263.25;56.5,41.75;36.5,286;48,302.5;62.5,153.5;66.5,99.25
10435;6.25,311.5;10.5,349.25;16.75,247.75;56.5,41.75;19.75,327.75;61.5,283;65,171;66.5,99.25
5559;22,303.25;25.75,366.25;41.75,238.25;60,41.75;28.5,336;61.5,283;65,171;66.5,99.25
6595;22,303.25;25.75,366.25;31.25,255.25;59.5,19.25;1,301;36.75,258.5;44.25,118.5;45.75,152.5
9012;16,310.25;23.75,306.5;37.75,301.5;42.75,78;5.75,357.25;28.75,233.75;44.25,118.5;45.75,152.5
1865;7.5,314.75;8.75,311.25;63,256.5;64.25,81.25;18,363;40.75,232;44.25,118.5;45.75,152.5
5850;1.25,369;32.75,309.75;38.25,252.25;64.25,81.25;18,363;26.75,230.75;50.25,98;51,185
5652;16.5,315;22.5,310.25;23,297;54.25,75.75;18,363;25.25,189.5;50.25,98;61.25,232.5
11141;16.5,315;23,297;25,305;32.25,93.5;14.75,338.75;33.75,228;46,57;64.25,267
14520;25,305;31,252.75;37,340;42.5,138.75;14.75,338.75;28.75,232.25;37,68.25;60.75,292.75
14747;32.5,305.5;43.5,292.5;57.5,353.75;70.25,175.25;13.75,339.5;28.75,232.25;37,68.25;60.5,288.75
3340;4,311;43.5,292.5;63,327;70.25,175.25;15.75,350.25;35.5,199.5;44,33.25;56.25,284.25
11256;27.25,361.25;30.25,255.25;37,314.75;45.5,180.5;15.75,350.25;19.75,234.25;44,33.25;60.5,288.5
9963;8.75,314;23,253;27.25,361.25;31,147.5;0.5,345.75;25.75,299.75;44,33.25;64.75,359.5
8848;8.75,314;23,253;27.25,361.25;65.5,97.5;23.5,372;61.5,293.25;65.5,41;69,335
5442;24.75,254.25;24.75,302.75;30.5,307;46.5,79;0.5,309.5;19.75,326.25;65.5,41;69,335
9555;13.5,241.75;21.75,313.75;41.75,334;65.5,94;0.5,309.5;19.75,326.25;32.5,30.5;63.25,297
318;1.75,255.5;7,344.75;41,305;65.5,94;2.5,308.75;19.75,326.25;59.75,39.5;64.75,284.75
16032;20.5,302.75;47.75,346.25;49,341;58.25,62;2.5,308.75;22,371.75;22.25,32.75;64.75,284.75
1210;10.5,258.5;33,306;34,337.75;46.75,23.5;1,293.5;22,371.75;27.5,78.5;64.75,284.75
832;38.25,255.75;41,254;44.5,339.75;60.25,17;11.75,251;22,371.75;27.5,78.5;32.5,211.25
12;4.5,274.5;11.75,311.75;20,260.75;36.25,78.5;11.75,251;22,371.75;23,56;29.25,209.25
5093;4.5,254;13.25,310.75;23,255;36.25,78.5;20,284.5;22,371.75;26.5,66;50.5,197.25
3220;23.25,216.75;26,364.5;31.25,269;34.75,117;20,284.5;22,371.75;29.5,59.5;48.5,192.75
12853;1.75,200.75;63.75,352.5;64,260;71.25,177.25;20.25,285.75;22,371.75;38.75,116.25;48.5,192.75
10904;24.25,257.25;27.25,361.25;38,254.25;50.75,115;14.25,321;29.5,373.75;38.75,116.25;48.5,192.75
9560;7.5,311.5;23.75,356.25;34.5,253.75;50.75,115;1,293.5;3.25,306.75;5.5,52;48.5,192.75
173;33,360;33.25,304.75;47,253.75;55,127.75;1,293.5;3.25,306.75;4.5,51.25;41.75,177
2055;15.75,313.25;25.75,304.75;34,254;46,117;1,293.5;3.25,306.75;4,81.75;12,172.75
8693;29,360.75;34.25,252;53,242.25;55.25,88.75;1,293.5;3.25,306.75;8.25,58.75;18.5,191.5
11912;39.75,368;47.25,302.25;58.75,299.25;59.25,77.75;1,293.5;3.25,306.75;33,22.5;38.75,166.75
13762;17.5,351;33.75,355.5;58.5,354.75;63.25,122.5;3.25,306.75;17.5,289.75;33,22.5;47.25,179
16409;17,351.25;36.25,359.75;38.75,367.5;46,101.5;3.25,306.75;29.25,298;32.25,11.5;47.25,179
14739;14.5,247.25;22.5,346.25;38.75,367.5;59.75,20.5;7.25,324;11.25,283.75;21,38.5;47.25,179
12971;13,247.25;22.25,356;24.75,310.5;59.75,20.5;5.75,370.5;14.75,220;21,38.5;35.5,185.25
9801;25.25,240.5;28.75,344.75;39.25,255.5;41.75,78.5;5.75,370.5;19.5,230.5;24.25,50.25;35.5,185.25
1984;20.25,310.75;24,353.25;33.25,306;40.5,30.5;5.75,370.5;20.5,188;24.25,50.25;29.5,161.5
12033;9,312;10.75,355;20.75,305.5;44.25,22.75;5.75,370.5;20.5,188;26.5,10.5;31.5,167.25
10513;10.75,355;20.75,310.25;41.75,252;44.75,53;5.75,370.5;7.5,195.75;8.25,66.25;30.25,234.75
13878;20.75,313.25;26,305.75;33.25,220.5;39.75,21.25;1,320.5;7.5,195.75;25.75,58;30.25,234.75
12717;21.25,304.75;44,326.75;58.25,215.25;59.25,35.5;1,320.5;7.5,195.75;44.25,98;46.75,264
8727;17,312.75;32,307;58.25,215.25;60,18.75;1,320.5;28.5,199.75;49.5,129.25;49.5,209.5
1047;1.75,356;3.5,314.25;14.25,186.75;52.25,14;1,320.5;28.5,199.75;47.25,96;51.25,185.25
775;3.5,314.25;21.75,367.25;32,160.75;52.25,14;38.5,285.5;45,264.5;45.25,133.25;58.25,182
1357;2.5,369.5;17,312.75;41,78.5;61.75,24.25;38,289.5;45,264.5;45.25,133.25;56.25,211
9191;2.5,369.5;7.75,247.75;41,78.5;56.75,44.75;8.75,281.75;15.75,252;30.75,178.5;64.5,283.5
8953;6.5,359;12.25,256.75;39.5,73;40.75,102.5;4.25,232.25;8.75,281.75;20,209.75;64.5,283.5
1874;26.75,348;32.5,268.25;48.75,117.5;55.75,127.75;4.25,232.25;8.75,281.75;52.25,144.5;57.75,232
666;36,349.5;46.5,255;48.75,117.5;55.75,127.75;11,197.75;37.25,264.5;47,166.25;63.5,280.75
3050;13,369.5;24.5,305;48.75,117.5;55.75,127.75;32.75,141.25;48.25,304;49,153;50,311.25
12507;13,369.5;16.5,312.25;25.5,117.25;68.25,168.5;32.75,141.25;47.5,321.25;53.5,213.5;62.5,280.25
14279;13,369.5;27,262.75;36.5,180;55.25,128.5;16.25,97.25;16.5,365.25;46.75,236.5;62.5,280.25
8971;1.25,367;36,218.5;39.75,112.75;43,112.5;5,57.75;16.5,365.25;26.75,277.75;46.75,236.5
583;1.25,367;3.25,200.75;53.75,90.75;57.5,89.75;29.75,54;37.75,333.75;46.75,236.5;63.75,280.5
14857;1.25,367;20.75,184.25;24.25,73.25;41.75,104.25;7,101;42.75,335.5;44.75,191;63.75,280.5
12213;1.25,367;48.25,179.5;61.75,78.5;66,103.75;7,101;38.5,288.5;39.5,235;41.25,224.5
8046;1.25,367;27,170.25;40.5,114.5;42.5,116;15.5,88.75;38.5,288.5;41.5,191.75;60.75,211
13811;1.25,367;7.5,170.75;65.75,62.25;68.5,173.75;14.25,126;28.25,311.25;40.25,240.5;41.5,191.75
11293;1.25,367;19,192;45.25,99.75;67,162;14.25,126;18.5,354.75;23.75,188.5;40.25,241.25
10637;1.25,367;10.75,240.75;54.5,148;59.75,199.5;22,125.5;23,372.25;23.75,188.5;58.5,283.75
8842;9,314.5;17.25,261;31.75,116;68.5,169.75;17.25,141.5;23,372.25;26,201.75;58.5,283.75
5790;17.25,261;20.75,306;40.5,118;62.75,212.25;17.25,141.5;25.25,326.5;26.5,220;44,324.5
2737;0.75,258.5;21.5,314.25;24.75,136.75;43.5,181;17.25,141.5;23.25,354.75;43.25,225.5;44,324.5
10406;21.25,255;28.75,260.5;36.5,122.25;54,200.5;14.5,89.5;23.25,354.75;43.25,225.5;61.5,356.5
9253;4.5,260.25;28.25,310.25;30.25,94;68.75,161.5;21,42.5;23,370.5;43.25,225.5;61.5,356.5
13514;2.5,257.25;29.75,254.75;45,45.25;55.75,133.25;21,42.5;23,370.5;26.5,192.5;54.75,363.75
1379;8.75,296.25;11.5,255.5;52.75,14.25;64,100;1,14;5,362.5;26.5,192.5;54.75,363.75
7576;5.75,242.25;8.75,296.25;54.25,57.75;65.25,59;15,57;20.25,286.5;42.25,117.75;54.75,363.75
8830;37.75,252.75;45,268;54.25,57.75;65.25,59;23.5,12.5;27.25,271.75;41,79.25;64.75,347.5
14958;7.75,296.25;23,311.5;28.75,49.75;42,34.5;10.75,7.25;15.75,251;41,79.25;64.75,347.5
14222;6.5,313.25;21,330.75;22.75,35.75;36,5.25;10.75,7.25;15.75,251;33.5,77.25;34.5,370.25
5544;11.75,259.75;12.5,313.75;22.75,35.75;36,5.25;6,49.25;23,204.25;25.75,9.25;30.25,373.75
169;21.5,253;29.25,355.5;32.75,50.75;61.75,25.75;6,49.25;7,199.75;14.25,10.25;30.25,373.75
10419;15,309.75;29.25,303.75;34.5,114.75;66.25,97.25;0.25,100.75;7,199.75;14.25,10.25;47,372
10178;14.25,363;22.5,310.25;31.25,181;40,109.5;0.25,100.75;7,199.75;9.25,9;11.75,372.25
9873;34.25,306;59.75,367.5;60.75,208.5;63.5,96.75;5.5,91.75;7,199.75;8.5,36.5;11.75,372.25
4113;37.75,303.25;42.25,306;48,255;63.5,96.75;5.5,91.75;23.25,229.75;23.75,2.25;24.25,355.75
6434;13.75,313.25;24.75,310.5;49,255;55.25,73.75;5.5,91.75;13.75,272.25;23.75,2.25;60.5,346
7648;42.5,342.75;49.25,306.5;50.75,294;55.25,73.75;5.5,91.75;21.5,277.25;44,23.25;62,301.25
15688;25,314.75;33.75,257;40.75,306;64.5,100;4,94.25;21.5,277.25;44,23.25;53,317.75
3911;21,360.25;22,204.5;49,252.5;64.5,100;16.5,58.5;34.25,291;41,59.25;53,317.75
3656;5.25,310.5;16.25,164.5;21.5,256.25;24.25,128.75;16.5,58.5;34.25,291;38.25,86.75;65,362
11241;2.5,358.5;12,124.75;21.5,256.25;59.25,170.25;10.5,10.5;19,338.25;51.5,79.25;65,362
2563;9,312;17.25,164.5;44.75,246.75;59.25,170.25;17.25,12.25;19,338.25;20.5,127.5;66.75,338.5
3008;9,312;27,174.25;44.75,246.75;64.75,164.5;17.75,15.5;28.25,373.75;40.5,97.5;65,309.25
12900;1.5,352.5;21.75,194;57.5,206.75;64.75,164.5;2,16.75;36.75,349.25;40.5,97.5;62,346.5
12041;5,312.75;24.5,252;24.75,188.25;38.5,155.5;2,16.75;33.5,367.75;59.75,50;62,346.5
1246;1.5,259;17.25,202.75;38.5,155.5;46.75,180;7,52;34.5,357.25;59.75,50;63.75,307.75
6764;2,247.75;17.25,202.75;34,115.5;34,156.75;7.75,3;42.25,315.75;59.75,50;61.75,288.75
7765;23.25,255.5;33.75,179.5;59.5,138;71.5,175.75;7.75,3;11.25,283.25;53.5,47;61.75,288.75
4356;1.25,256.5;5.5,151.75;34.25,113.25;40.5,120.75;7.75,3;38,264;48,115;61.75,288.75
4562;5.25,312.5;17.5,132.5;39.5,113;48.25,128.5;10.75,9.25;38,264;48,115;64.25,347.75
15226;6,315;37.5,181;37.75,154;62.25,78.25;8.5,9.25;38,264;48,115;50,357.5
11625;20.75,277;23,136.5;37.75,181;55.25,57;8.5,9.25;38,264;52,79.75;64.5,363.25
9905;5.25,313.75;16.75,122.25;17.75,119;29.25,52;8.5,9.25;46.25,199.5;64,83.5;64.5,363.25
13520;5.25,313.75;19.75,107;28.75,180;38.5,5.75;17.5,54.75;23.25,139.5;48.5,79;64.5,363.25
8706;5,313.5;5.5,122.75;33,181.5;59.75,32;14,8.5;17.75,142.5;48.5,79;64.5,363.25
4565;5,313.5;33,181.5;40.75,131;58.25,63;30.25,54.5;45.25,107.75;57.25,92.25;65.25,355.5
8722;5,313.5;15,199.75;30.75,114.75;41.25,70.5;26,50.5;45.25,107.75;54,47.25;62,364.25
1862;12.75,314.5;13,247.25;56,104;64.5,57.5;26,50.5;34.5,124.25;54,47.25;62,359.75
3919;21,311.25;29,303.5;45,79.5;59.25,79.75;6.25,11.5;20.25,91.25;54,47.25;62,359.75
13516;14,314.25;34.5,334;41.5,70.25;66.25,92.5;6.25,11.5;9.25,101.5;43.75,60;62,359.75
12910;43.25,280;55.75,350.25;60,39.5;66.25,92.5;6.25,11.5;22,79.5;58.25,83.75;61.5,344.25
11627;30.25,332.75;42.5,367.75;58,43.75;66.25,92.5;6.25,11.5;43,80.25;46,122.5;61.5,304.75
8982;3.25,361;4.75,314.5;20.5,18.25;54.75,103.75;23.75,2.75;43,80.25;46,122.5;61.5,304.75
14806;20,332.25;33.25,302.25;49,78;54.75,166;8,40;31.5,9.25;46,122.5;61.5,304.75
958;20.75,301.5;33.25,311.25;49,78;59.75,163.5;8,40;37.5,20.5;44.5,122.25;56.75,281.25
320;17,261.25;18.75,360;29.75,114.5;59.75,163.5;9.5,59;17,47.5;44.5,122.25;58.25,293.75
9327;5,206.5;21.5,302.5;31,113.25;31.5,114.25;9.5,59;17,47.5;46.5,124.5;67.75,264.25
13773;9.25,204;21.5,302.5;31.5,114.25;33,80;4.5,100.25;9.75,91.75;67.25,176.75;67.75,263.5
12235;2.5,200;21.5,302.5;40,138;57.25,130.25;4.5,100.25;59,88.25;64.25,206.75;64.25,290.75
35;2.5,200;30,302.75;37,127.25;57.25,130.25;7.25,64.75;14.25,66;46.25,160.75;62.75,339.25
9321;28.75,181;31,254.75;42.75,112.75;47.75,131.5;7.25,64.75;41.5,60;46.25,160.75;62,367.75
13041;10.5,170;37.25,253.75;54.25,165.25;68.25,162.5;21.75,91.75;34.5,8;46.25,160.75;62,367.75
14340;10.5,170;53.5,217.75;60.25,200.25;63.25,120.5;3.5,85;17.5,8.75;46.25,160.75;63.25,348.5
7076;15.75,120.75;25,252;53.75,252;63,122.5;3.5,104;17.5,8.75;46.25,160.75;62.25,361.25
2045;21.5,115.5;29.75,254.75;33.75,304.5;52.75,140;25.25,77.25;26.75,10.5;46.25,160.75;62.25,361.25
9202;1.5,117;14,239.25;15,354;32.75,116.5;6,122.25;26.5,15;46.25,160.75;62.25,361.25
4586;12.75,160.75;16.5,188.5;40.5,305.5;52.5,185;6,122.25;26.5,15;42.25,178;62.5,296
522;16.5,151.75;28,174.75;37.5,269.75;38,181.5;11.75,97.25;26.5,15;32.5,167.75;62.5,296
13695;14.75,150;33.25,223.5;37.5,269.75;38.75,128.5;11.75,97.25;37.75,59;53,134.25;56.75,292.5
3571;14.75,150;33.25,223.5;43.5,328.5;47,121.25;22.75,141.5;44.75,42.25;61,123;64.75,283
6251;16.75,151;26.5,174.75;44.25,353;69,166;42.75,167.5;44.75,42.25;61,123;64.5,284.5
3620;16.25,200;26.75,181;44.25,353;58.25,147.75;8,206.25;44.75,42.25;61.25,126.25;71.75,233.5
930;20.5,149;35,223.25;44.25,353;58.25,147.75;17,192.5;23.25,8.75;29.5,169.25;39.5,254.75
6984;10.5,169.75;11.25,202;29.25,314.5;61.75,173.25;17,192.5;23.25,8.75;35,125.25;53.5,277.25
11295;3.5,153.75;11.25,202;37.25,332.75;61.75,173.25;20.5,198.75;21.5,57.25;33.5,175.25;63.75,281.25
8963;33.5,181.5;38,163;39.5,352;62.5,169;33.5,175.25;38,16.75;47,224.75;63.75,281.25
7843;14.25,189.75;30.75,192;39,303.5;64.75,227.25;21.25,176.75;38,16.75;47,224.75;63.75,281.25
5110;4.5,153.25;16,238.5;59.75,302.25;69.25,228.25;24,134.25;38,16.75;43,226.75;63.75,281.25
246;13.75,192.25;24.25,221;48.25,282.5;63.25,281.75;33.75,134.75;38,16.75;54.5,210.5;63.75,281.25
7777;2.75,259;18,247.75;24.75,251.75;39.5,253.5;37.5,165.75;38,16.75;54.5,210.5;63.75,281.25
2260;5.75,295.75;21.75,218.75;32.5,304.5;43.25,281.5;14.25,141.75;38,16.75;50.25,196.5;63.75,281.25
9741;20,313.75;28.75,270.5;32.5,255.75;64.25,268.75;0.25,105;1,28.75;50.25,196.5;63.75,281.25
14586;31.25,265;37,315.25;38.25,252.75;48.75,302.25;0.25,105;5.5,56.75;62,190;63.75,281.25
4852;24,254.75;42.25,305.5;51.25,289;62.75,277.75;0.25,105;5.5,56.75;59.75,207;66.25,233.5
11665;26.25,217.25;33.75,302.75;34,302.25;66,304.75;30.75,97.75;31.25,51;59.75,207;66.25,233.5
8935;17.25,238.25;23.5,311.25;43.25,325.75;64,255.75;22.25,80;31.25,51;38.5,191.5;66.25,233.5
4285;38.5,275.75;44,317;51.25,356.25;67.75,226.25;17,81;22,79;38.5,191.5;66.25,233.5
7403;25,254.5;44,317;48.75,368;68.75,209;13.25,57.75;48.25,60;66.25,233.5;66.75,188
10026;29,256.75;29.25,306.5;48.75,368;58,211.25;1.75,28;48.25,60;50,211.5;54,210.5
10202;25.25,252;30,251.75;46,344.25;53.75,167.25;1.75,33.25;45,69.25;50,211.5;54,210.5
4840;22,243.5;26.25,256.75;37,348;44.25,128;1.75,33.25;22.25,73.25;44.5,170.5;50,211.5
10896;9.25,246.25;18.75,260.5;34.25,304;55,129.75;3,12.75;13,94.25;44.5,170.5;50,211.5
14399;1.5,254.25;4.5,260.25;21.5,310.5;59.75,177.25;7.75,49.75;13,94.25;44.5,170.5;50.5,208.5
11923;2,200;17.25,247.25;28.75,304;42.25,136.25;7.75,49.75;13,94.25;39.5,179.5;56.25,154
6894;11.75,203;13.75,286.75;14.75,312.25;56.75,102.75;7.75,49.75;13,94.25;53.5,229.75;67.75,190
5432;11.75,203;31,306.75;38.5,349.25;59,84.25;27,64;48,69.25;67.75,190;71.75,232
11557;21,257.25;21,305.5;33.75,311.5;40.75,33.75;22.75,10.5;25,90.75;67.75,190;71.75,232
3515;18.75,260.5;21,310.5;23,305.5;48.75,52;23.25,4.25;42.25,90;67.75,190;71.75,232
12348;0.75,259;5,311.25;29.75,313;60.75,65.5;22,11.5;32.5,88;67.75,190;71.75,232
2438;18.25,262;27.75,269.5;45.5,347;63.25,70.75;0.25,38;13.25,47.25;67.75,190;71.75,232
14016;18.25,216.75;23.5,254.5;30.25,350.25;30.5,27;30.75,54;32.25,58;67.75,190;71.75,232
15055;27,166;31.25,287.75;41.5,304;42.75,20.25;16.5,91.25;18.75,104.5;67.75,190;71.75,232
3330;7.5,172.75;13.25,313;31.25,287.75;53,14.25;16.5,91.25;46.25,119;65.5,187.75;67,254.25
4900;17.25,143.5;23.75,366.5;34.5,255.75;53,14.25;8.75,62.5;51.25,107.25;65.5,187.75;71.25,232.5
13600;9.5,169.25;23.5,305.5;44,270.5;53,14.25;15,8;54.25,48;67.5,178;71.25,232.5
11172;12,124.75;42.5,340.5;44,270.5;53,14.25;7.75,10.5;31,55.5;59.5,144.5;60.75,280.25
4122;25,116.75;32.75,306.25;39.25,304;50.25,17.25;2,11;31,55.5;44,170.5;60.75,280.25
7133;20.75,153;32.75,306.25;39.25,304;43.25,31.25;7.75,49.75;21.25,52;49.75,172;64.5,308
4987;17.25,189.25;40.75,254;52.5,341;55.75,84;8.5,30.25;21.25,52;49.75,172;63.5,346.25
2765;2.5,200;9,255.5;23,312;31.25,51.5;8.5,30.25;46,78;49.75,172;61.5,364.25
14316;0.75,251.5;23,312;26.25,253.25;27.5,5.75;4.75,55;13.75,97.25;49.75,172;61.75,354.5
2961;14.25,193.5;23,312;53.25,233;64.5,57.5;2,24.75;6.5,41.75;7.25,139.25;61.75,354.5
7073;13.75,193.25;23,312;33.75,223;64.5,57.5;19,16;42.25,93;56.75,107.25;64.5,288.5
13486;13.75,193.25;26,367.75;33.75,223;53,45.25;2.75,76.5;40,94.5;40.5,129.25;44.25,228
9186;19.25,160.25;26,367.75;33.75,223;61.75,72.5;7.25,58;41,125;64.75,73.75;64.75,171.75
779;2.5,114.25;20.75,346;26.5,175;57.75,44;21.75,59.25;23.25,59.5;41,125;64.75,171.75
11047;5.5,147.75;5.75,310;16,156;55.5,73.25;11.5,83.25;23.25,59.5;41,125;45.75,152.5
8569;16.5,94.25;19.75,367.5;34.25,113.5;42.75,51;13.75,48;16.75,56.5;41,125;45.75,152.5
15622;34.25,113.5;40,348;45.5,78.5;46,5.25;1.5,17;3.5,32.75;41,125;41.75,165.75
15069;8.75,71;16.5,365;23,60;46,5.25;1,14.75;12.75,54.25;41,125;48.75,192.75
3303;15,14.5;16.5,365;24.5,93.25;60,33.5;1,14.75;5.25,106;5.25,133.75;21.25,233.75
7423;3.25,7.75;22.25,367;49.25,118;52.75,14.5;1,14.75;5.25,106;35.25,167.25;48.5,235
7282;3.25,7.75;36.75,356;42.75,114;43.5,38;1,14.75;4,108;16.75,203.25;25.75,188
1249;3.25,7.75;7,311;9,154.25;13.75,106;1,14.75;7,147.75;25.25,273.75;62.25,177
15140;28.25,47;33.5,305;46.25,113.5;52,131;1,14.75;5,167.5;60.75,287.75;62.25,177
8200;28.25,47;37,303.25;42.75,114;69.5,169.75;1,14.75;52.25,129.5;55,305.75;67.25,153
3891;31,32.75;36.75,355.5;42.75,114;68,225.75;22.5,54.5;47.75,141.5;55,305.75;56.5,140.75
7484;6.75,7.75;24.75,306;43,128.75;60.5,233.75;1.75,103.25;42.5,193.25;55,305.75;56.5,140.75
265;6.75,7.75;24.75,306;40.25,128.5;51,257.25;12,64;53.5,179.5;54,334.25;58.5,81.75
7535;20.5,16.75;24.75,306;26,166;63,258.5;12,64;53.5,232.75;60,363;64.75,51.75
